StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-14 18:26:46,2020-11-14 18:26:51,IP Address,62.80.216.69,29,4,False,2020-11-18 02:54:42,R_3lM6ea319ifZfUt,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knmqpob,,
2020-11-15 00:20:42,2020-11-15 00:21:00,IP Address,85.226.87.217,29,17,False,2020-11-18 02:54:42,R_2uO4jO0HuF2EWsh,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tzxwwzm,,
2020-11-16 02:37:26,2020-11-16 02:37:30,IP Address,81.235.165.224,29,4,False,2020-11-18 02:54:42,R_1pyBReNoV2Fzvc8,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xhvsezh,,
2020-11-16 02:54:04,2020-11-16 02:54:09,IP Address,213.89.48.104,29,5,False,2020-11-18 02:54:42,R_3koVCl43EJBm4w8,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atopabu,,
2020-11-15 10:30:15,2020-11-15 10:30:28,IP Address,81.232.98.223,29,12,False,2020-11-18 02:54:42,R_0VUZBuLKwH9o6kh,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahpxknp,,
2020-11-16 10:38:51,2020-11-16 10:38:56,IP Address,83.251.34.6,29,4,False,2020-11-18 02:54:43,R_3dFcFlGKhefAI3y,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xtzzrsc,,
2020-11-14 17:39:40,2020-11-14 17:39:49,IP Address,84.216.156.7,29,8,False,2020-11-18 02:54:43,R_1Cluz1w8RKPVgou,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oreuxfo,,
2020-11-16 11:20:23,2020-11-17 04:29:41,IP Address,109.104.28.84,29,61758,False,2020-11-18 02:54:43,R_1jeSfnteXdqs2U9,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aehrork,,
2020-11-16 10:57:36,2020-11-16 10:57:47,IP Address,90.224.100.67,29,11,False,2020-11-18 02:54:43,R_4OdUrEFu9wqK6Rj,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rydqusw,,
2020-11-17 02:48:36,2020-11-17 02:48:39,Spam,83.251.50.131,29,3,False,2020-11-18 02:54:43,R_T13xRgzIG018mw9,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xazqkcw,,
2020-11-17 01:15:54,2020-11-17 01:16:09,IP Address,193.181.20.252,29,15,False,2020-11-18 02:54:43,R_STB3f5nlBUwSXip,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zxgnkzu,,
2020-11-17 08:28:29,2020-11-17 13:17:15,IP Address,88.129.94.11,74,17326,False,2020-11-18 02:54:44,R_Asn61SSTI9Qxx1n,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hon ror,Hon paddlar,Hon blåser glas,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,,,,,,,,,,,,,,,,,,,,,,,,,,zazfanb,,
2020-11-17 08:45:28,2020-11-17 08:45:34,IP Address,217.211.141.230,29,5,False,2020-11-18 02:54:44,R_1KqM6bfOrZ9TV1S,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hkzbuzx,,
2020-11-12 08:14:10,2020-11-12 08:14:50,IP Address,62.20.218.17,29,40,False,2020-11-18 02:54:46,R_4Ix7kYhc0R7Oh3P,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agokvnu,,
2020-11-13 07:39:17,2020-11-13 07:39:22,IP Address,85.224.150.179,29,4,False,2020-11-18 02:54:46,R_2c14cUNRkyOGX9C,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yeknrko,,
2020-11-13 07:33:02,2020-11-13 07:33:43,IP Address,84.216.128.63,40,41,False,2020-11-18 02:54:46,R_1hDVNt8P8sYKWMJ,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Hon har en del ","Hon var en del ","Hon har haft halsfluss ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mrdyqth,,
2020-11-13 07:38:24,2020-11-13 07:38:35,IP Address,85.229.176.30,29,10,False,2020-11-18 02:54:46,R_Xh4usKNeJCGf2Mx,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xxtcemb,,
2020-11-13 11:00:07,2020-11-13 11:00:18,IP Address,81.235.6.12,29,11,False,2020-11-18 02:54:46,R_21j5dxkw6OMeOiG,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ottfrtk,,
2020-11-13 09:07:30,2020-11-13 09:07:34,IP Address,62.80.216.67,29,3,False,2020-11-18 02:54:46,R_2f2P50tdwhBSyYD,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knmqpob,,
2020-11-15 02:51:52,2020-11-15 02:52:00,IP Address,78.77.218.39,29,7,False,2020-11-18 02:54:46,R_1itAFs1sYC7FXTC,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awxpxtc,,
2020-11-13 09:16:50,2020-11-13 09:17:00,IP Address,46.230.212.126,29,10,False,2020-11-18 02:54:47,R_33EII4ykVC9onFx,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uwbxvay,,
2020-11-13 15:04:53,2020-11-13 15:05:05,IP Address,90.142.34.152,29,12,False,2020-11-18 02:54:47,R_2CxrHRG0ddeH5VB,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pzdsxqf,,
2020-11-13 08:24:48,2020-11-13 08:24:51,IP Address,85.229.3.233,29,3,False,2020-11-18 02:54:47,R_273to17ihJVDefz,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puqhuyd,,
2020-11-13 15:28:58,2020-11-13 15:29:03,IP Address,94.234.50.11,29,5,False,2020-11-18 02:54:47,R_3qKpocCb2W96ush,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exuvaey,,
2020-11-13 07:22:29,2020-11-13 07:22:35,IP Address,155.4.44.250,29,5,False,2020-11-18 02:54:47,R_3ISSQYSSz8SE2ic,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddbbqtr,,
2020-11-16 12:22:00,2020-11-16 12:22:13,IP Address,188.149.53.21,29,13,False,2020-11-18 02:54:47,R_2QMa0hpwj9Rdp0G,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekhwydb,,
2020-11-13 10:32:47,2020-11-13 10:35:02,IP Address,83.253.202.148,29,135,False,2020-11-18 02:54:47,R_33a5e3G6yV5GWG5,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qdxyzrf,,
2020-11-16 04:26:18,2020-11-16 04:26:36,IP Address,90.129.219.63,29,18,False,2020-11-18 02:54:47,R_s5Uj5plVtXJU9Zn,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,krkxhzw,,
2020-11-13 09:40:42,2020-11-13 09:40:46,IP Address,84.216.128.25,29,3,False,2020-11-18 02:54:47,R_2YAsI88qVPQrTK8,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nydxtfx,,
2020-11-13 14:59:30,2020-11-13 15:00:03,IP Address,83.226.165.42,29,32,False,2020-11-18 02:54:47,R_2Ph6taOhYdhUG5o,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cymfgrr,,
2020-11-13 10:53:47,2020-11-13 11:05:19,IP Address,84.217.57.190,81,692,False,2020-11-18 02:54:47,R_8lijP74VqQT8FS9,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han paddlar på havet,"Han står upp på brädan ","Han använder ingen våtdräkt ser det ut som. ",,,,,,,Man,Man,Icke-binär,Man,,Icke-binär,Kvinna,Kvinna,Icke-binär,Icke-binär,Man,Vet ej,Icke-binär,Icke-binär,Vet ej,Man,Kvinna,Icke-binär,Kvinna,Kvinna,,,,,,,,,,,,,,,,,,,,,,,,,,odtsfhk,,
2020-11-13 12:46:06,2020-11-13 12:46:16,IP Address,45.138.141.155,29,10,False,2020-11-18 02:54:47,R_3O67IQN9r1HPZQw,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bkqxrbb,,
2020-11-16 03:56:01,2020-11-16 03:56:09,IP Address,194.103.206.95,29,7,False,2020-11-18 02:54:47,R_3e1TcEBV70sip8F,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zxnnnms,,
2020-11-15 03:32:35,2020-11-15 03:50:16,IP Address,37.2.92.68,74,1061,False,2020-11-18 02:54:47,R_efIJaovS1Gex9ip,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,"Hon slår på en bräda ",Hon paddlar sig framåt,Hon befinner sig på vattnet,,,,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Vet ej,Kvinna,Kvinna,Man,Vet ej,Kvinna,Vet ej,Vet ej,Vet ej,Man,Kvinna,Vet ej,Kvinna,Kvinna,,,,,,,,,,,,,,,,,,,,,,,,,,uuchxzo,,
2020-11-15 04:22:22,2020-11-15 04:22:33,IP Address,78.72.42.251,29,11,False,2020-11-18 02:54:47,R_2y47Bn3LEEm0paQ,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yoxktzf,,
2020-11-16 10:43:05,2020-11-16 10:43:15,IP Address,188.151.46.30,29,10,False,2020-11-18 02:54:47,R_DRTVxgeNPperQyZ,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hergyrw,,
2020-11-17 09:19:15,2020-11-17 09:27:49,IP Address,83.233.151.236,74,514,False,2020-11-18 02:54:47,R_11dxbcuzfCjvGBz,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han ror en båt,Han är tecknad i svart,Han har ansikte och fötter,,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,,,,,,,,,,,,,,,,,,,,,,,,,,hzhnbkx,,
2020-11-13 09:04:41,2020-11-13 09:11:10,IP Address,78.72.172.53,29,389,False,2020-11-18 02:54:47,R_29iE4N8axb8Gc6o,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ympukxz,,
2020-11-13 23:13:50,2020-11-13 23:13:57,IP Address,151.177.242.68,29,6,False,2020-11-18 02:54:48,R_1gTsMUdwIBgsgNS,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eyhywex,,
2020-11-13 07:46:33,2020-11-13 07:46:36,IP Address,80.216.138.234,29,3,False,2020-11-18 02:54:57,R_31zRSNJzZfO9Sci,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vyuhxcy,,
2020-11-16 05:04:38,2020-11-16 05:04:45,IP Address,83.226.119.158,29,6,False,2020-11-18 02:54:57,R_26g5nhWQ3N1HMCt,,,,,,,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,depuvzz,,
2020-11-24 04:57:11,2020-11-24 05:07:31,IP Address,95.199.159.199,100,619,True,2020-11-24 05:07:32,R_2Evo1P9lhsSnsDz,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Paddlar kanot,Vadar över en bäck,Puttar cement,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,29,Man,3,4,4,5,6,4,5,6,2,5,5,3,6,"Mycket dåligt
1",2,,Någon gång om året,"Ja, en bekant",,Bevisa att det är svårt att se skillnad på könet genom ansiktet.,Nej,Nej,Vaosäker på vissa,ekhwydb,,
2020-11-24 05:32:43,2020-11-24 05:41:46,IP Address,90.227.209.62,100,543,True,2020-11-24 05:41:46,R_UGQawwhSuEudZ29,,,,,59.266693115234375,17.88330078125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar,Hon idrottar,Hon förflyttar sig,,,,,,,,,,Man,Man,Man,Man,Man,,Kvinna,Kvinna,Man,Kvinna,Kvinna,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,62,Man,5,5,5,5,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7",6,6,5,5,5,Aldrig,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsbestämning ",Nej,Nej,Nej,umpxcnk,,
2020-11-24 07:07:08,2020-11-24 07:15:42,IP Address,78.79.242.61,100,513,True,2020-11-24 07:15:42,R_2dvar08ygpK2QdS,,,,,59.25,18.0832977294921875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"Han paddlar en kanot ",Rör runt i en gryta,Skidar nerför en backe,Man,Man,Icke-binär,Man,Man,Man,Icke-binär,Icke-binär,Icke-binär,Kvinna,Man,Kvinna,Man,Icke-binär,Kvinna,Kvinna,Kvinna,Kvinna,Icke-binär,Kvinna,37,Ljus,3,"Stämmer inte alls
1","Stämmer inte alls
1",3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",3,"Stämmer inte alls
1",4,3,3,"Mycket bra
7","Mycket bra
7",Någon gång om året,Någon gång i månaden,"Ja, en kollega",,"Identifiera ","Inte direkt ","Nej svarade ärligt. ","Inte direkt såg personer ",enqphhh,,
2020-11-24 08:14:18,2020-11-24 08:23:25,IP Address,62.127.130.81,100,546,True,2020-11-24 08:23:25,R_tYvC4nDgAhLTyQV,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Ror en båt,Blandar någonting,Puttar på ett träd,Man,Man,Icke-binär,Man,Man,Vet ej,Kvinna,Kvinna,Man,Icke-binär,Man,Icke-binär,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,31,Man,4,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",3,"Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1",3,"Mycket dåligt
1",5,Aldrig,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Könsroller identitet,Nej,"Et ",Ja,ewpnnop,,
2020-11-24 11:15:35,2020-11-24 11:26:59,IP Address,83.254.226.77,100,684,True,2020-11-24 11:27:00,R_bI9Nr33AgDFlBsd,,,,,59.3332977294921875,18.0500030517578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han paddlar och använder båda händerna.,Han använder en åra när han paddlar.,Han paddlar i vatten,,,,,,,Man,Man,Vet ej,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,33,Man,6,4,5,6,5,"Stämmer inte alls
1",3,5,3,4,2,2,4,4,4,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentitet ","Nej, men många frågor är svåra att svara på utan att fp beskriva med ord.
Nej",Nej,Nej,qfmzfrx,,
2020-11-24 11:25:11,2020-11-24 11:40:00,IP Address,83.250.57.80,100,889,True,2020-11-24 11:40:01,R_2PAOqFSTfBhnYq3,,,,,59.283294677734375,18.0666961669921875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Ror en båt,Stoppar ett tågräls,,,,,Man,Man,Icke-binär,Man,Man,Icke-binär,Kvinna,Vet ej,Kvinna,Icke-binär,Icke-binär,Kvinna,Vet ej,Icke-binär,Icke-binär,Icke-binär,Kvinna,Icke-binär,Kvinna,Vet ej,33,Kvinna,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7",4,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Någon gång i månaden,Någon gång per vecka,"Ja, anhörig / nära vän",,Könsidentitet och folks åsikter om könsidentitet.,Nej,"Ja, jag svarade ärligt.",Nej,gyknvpn,,
2020-11-24 11:36:53,2020-11-24 11:47:48,IP Address,78.71.247.244,100,654,True,2020-11-24 11:47:48,R_6L7DblliJI40hG1,,,,,59.23699951171875,17.981903076171875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon står på en paddleboard och paddlar,Hon håller i en paddel,Hon står bredbent med låg tyngdpunkt för att hålla balansen,,,,,,,,,,Man,Man,Vet ej,Man,Man,Man,Kvinna,Kvinna,Icke-binär,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,29,Kvinna,2,6,6,2,"Stämmer helt
7",2,6,"Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",6,"Stämmer inte alls
1",3,5,6,Aldrig,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentiteter ","Nej ",Nej,Nej,xpvcaxu,,
2020-11-24 11:54:03,2020-11-24 11:59:53,IP Address,213.100.213.41,100,350,True,2020-11-24 11:59:54,R_3JttqMLmRyajqaO,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Han paddlar ",Han står,"Han är på en flytande bräda ",,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,46,Man,4,4,5,"Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7",4,"Stämmer inte alls
1","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,HBTQI,Nej,Nej,Nej,znqxkve,,
2020-11-24 11:53:45,2020-11-24 12:08:28,IP Address,94.191.153.157,100,883,True,2020-11-24 12:08:28,R_332bxvkRjO0SWYR,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar.,Hon håller i åra.,Hon står och paddlar med kraft.,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,43,Man,4,4,4,4,6,3,3,5,5,2,2,"Stämmer inte alls
1",4,4,5,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Utseende/kön.,Nej,,Något kändes ihopklippt.,bkfxyns,,
2020-11-24 19:04:43,2020-11-24 19:11:39,IP Address,155.4.232.12,100,415,True,2020-11-24 19:11:39,R_111nsxcqMnPxr07,,,,,60.14959716796875,15.18780517578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"Figuren står på en bräda. ","Figuren håller i en paddel. ",Figuren paddlar.,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Vet ej,Man,Man,Kvinna,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,21,Kvinna,4,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,3,"Stämmer inte alls
1",4,"Stämmer inte alls
1","Stämmer inte alls
1",4,3,5,Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Att få en generell överblick över vad människor tycker om könsidentiteter och de sociala normerna kring det. ","Nej, jag svarade som jag själv kände. ",.,"Vissa utav ansiktena var lite svåra att avgöra. ",qcxdccv,,
2020-11-24 23:02:50,2020-11-24 23:15:24,IP Address,81.226.254.95,100,754,True,2020-11-24 23:15:24,R_1kXsLtDU5wEkczP,,,,,57.7071990966796875,11.966796875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen. Person som står på en bräda och paddlar.,Hen. Personen förflyttar sig på vatten.,Hen. Personen anstränger sig.,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,57,Man,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1",4,"Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,"Ett steg för att ytterligare satsa på att folk skall bli något annat, istället för meningslös forskning som vandrat, hjärt o kärl mm (ironi)",Ja,Nej,"Ja, i studiens syfte, för att få det önskade resultatet och att få ännu mer forskning än till onödiga saker som cancer o hjärt o kärl tex",tgxkwzp,,
2020-11-24 23:09:29,2020-11-24 23:17:40,IP Address,95.199.155.39,100,490,True,2020-11-24 23:17:40,R_e9yM8ELAbzKreAp,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen står upp,Hen paddlar,Hen X (kommer inte ihåg vad det heter när man står och paddlar på en bräda),,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,36,Man,4,6,"Stämmer helt
7",2,6,6,6,6,"Stämmer inte alls
1",5,2,"Stämmer inte alls
1",3,5,5,Någon gång i månaden,Någon gång per vecka,"Ja, jag själv,Ja, en kollega,Ja, en bekant",,Syn på könsroll baserat på enbart syn,Nej,-,Vissa såg väldigt manipulerade ut,xyyyyoz,,
